Id_операции,"Тип операции (входящая - получение денег, исходящая - трата денег) Расход - это сумма входящих и исходящих операций с правильными знаками",Id_проекта,Номер месяца,Год,Сумма
1301,Исходящая,5,6,2021,  163 268 ₽ 
1302,Исходящая,1,1,2019,  149 259 ₽ 
1303,Исходящая,1,4,2020,  110 003 ₽ 
1304,Входящая,3,5,2020,  103 066 ₽ 
1305,Исходящая,3,9,2019,  112 721 ₽ 
1306,Исходящая,6,3,2021,  182 366 ₽ 
1307,Исходящая,5,9,2021,  136 508 ₽ 
1308,Входящая,2,1,2020,  199 457 ₽ 
1309,Исходящая,2,10,2020,  117 644 ₽ 
1310,Входящая,2,6,2020,  186 853 ₽ 
1311,Исходящая,4,1,2019,  138 185 ₽ 
1312,Исходящая,4,9,2019,  160 906 ₽ 
1313,Исходящая,5,12,2021,  161 933 ₽ 
1314,Входящая,3,3,2019,  176 460 ₽ 
1315,Исходящая,1,12,2021,  103 938 ₽ 
1316,Входящая,6,1,2021,  103 736 ₽ 
1317,Входящая,3,3,2019,  144 432 ₽ 
1318,Входящая,4,4,2020,  129 106 ₽ 
1319,Входящая,1,5,2021,  158 779 ₽ 
1320,Исходящая,5,9,2021,  116 940 ₽ 
1321,Входящая,4,5,2021,  114 518 ₽ 
1322,Исходящая,1,7,2020,  132 066 ₽ 
1323,Входящая,5,6,2019,  139 406 ₽ 
1324,Входящая,3,6,2019,  185 205 ₽ 
1325,Исходящая,3,11,2019,  153 762 ₽ 
1326,Исходящая,2,11,2019,  186 155 ₽ 
1327,Входящая,5,11,2021,  130 879 ₽ 
1328,Исходящая,2,10,2020,  133 260 ₽ 
1329,Входящая,3,4,2019,  128 948 ₽ 
1330,Входящая,4,5,2021,  106 241 ₽ 
1331,Исходящая,2,5,2021,  175 958 ₽ 
1332,Исходящая,6,5,2019,  195 213 ₽ 
1333,Исходящая,2,8,2019,  152 020 ₽ 
1334,Входящая,3,11,2020,  179 137 ₽ 
1335,Входящая,1,1,2020,  135 782 ₽ 
1336,Исходящая,4,5,2019,  135 994 ₽ 
1337,Входящая,1,7,2021,  123 490 ₽ 
1338,Входящая,3,7,2021,  159 268 ₽ 
1339,Входящая,2,5,2021,  162 613 ₽ 
1340,Исходящая,4,6,2021,  182 048 ₽ 
1341,Исходящая,5,12,2021,  142 648 ₽ 
1342,Исходящая,3,9,2021,  192 865 ₽ 
1343,Входящая,6,9,2020,  153 089 ₽ 
1344,Исходящая,5,9,2021,  127 800 ₽ 
1345,Входящая,1,6,2020,  148 703 ₽ 
1346,Исходящая,3,12,2019,  142 293 ₽ 
1347,Исходящая,1,6,2020,  140 768 ₽ 
1348,Входящая,4,5,2021,  122 090 ₽ 
1349,Исходящая,2,7,2021,  106 797 ₽ 
1350,Исходящая,6,8,2019,  189 449 ₽ 
1351,Входящая,3,3,2020,  164 546 ₽ 
1352,Входящая,4,8,2021,  199 140 ₽ 
1353,Исходящая,2,9,2019,  164 344 ₽ 
1354,Исходящая,2,4,2021,  108 738 ₽ 
1355,Входящая,5,4,2019,  147 676 ₽ 
1356,Исходящая,1,9,2020,  143 626 ₽ 
1357,Исходящая,4,1,2020,  166 449 ₽ 
1358,Входящая,1,1,2019,  152 921 ₽ 
1359,Исходящая,6,3,2020,  140 398 ₽ 
1360,Входящая,5,1,2019,  176 375 ₽ 
1361,Входящая,1,3,2021,  185 224 ₽ 
1362,Исходящая,2,12,2021,  174 846 ₽ 
1363,Исходящая,3,2,2021,  161 550 ₽ 
1364,Входящая,2,12,2021,  170 022 ₽ 
1365,Входящая,3,1,2019,  165 637 ₽ 
1366,Входящая,5,3,2021,  115 190 ₽ 
1367,Исходящая,3,12,2021,  125 497 ₽ 
1368,Исходящая,6,4,2021,  167 559 ₽ 
1369,Входящая,1,8,2021,  157 646 ₽ 
1370,Исходящая,6,6,2021,  188 324 ₽ 
1371,Входящая,1,9,2021,  109 153 ₽ 
1372,Исходящая,3,3,2020,  127 769 ₽ 
1373,Входящая,5,6,2020,  139 296 ₽ 
1374,Исходящая,3,8,2020,  118 540 ₽ 
1375,Исходящая,3,2,2020,  168 731 ₽ 
1376,Исходящая,3,9,2021,  160 506 ₽ 
1377,Входящая,3,12,2019,  198 008 ₽ 
1378,Входящая,1,3,2021,  168 692 ₽ 
1379,Входящая,2,2,2019,  198 669 ₽ 
1380,Исходящая,6,2,2019,  149 454 ₽ 
1381,Исходящая,4,6,2020,  147 215 ₽ 
1382,Входящая,2,6,2020,  128 714 ₽ 
1383,Исходящая,6,12,2019,  123 769 ₽ 
1384,Входящая,2,7,2020,  154 675 ₽ 
1385,Исходящая,2,11,2019,  194 740 ₽ 
1386,Исходящая,5,12,2020,  197 267 ₽ 
1387,Входящая,4,5,2020,  140 708 ₽ 
1388,Исходящая,6,6,2019,  131 141 ₽ 
1389,Входящая,6,5,2019,  175 076 ₽ 
1390,Исходящая,5,9,2020,  157 305 ₽ 
1391,Входящая,4,8,2020,  171 807 ₽ 
1392,Исходящая,5,12,2019,  199 846 ₽ 
1393,Исходящая,1,4,2020,  108 293 ₽ 
1394,Исходящая,3,11,2020,  112 477 ₽ 
1395,Входящая,3,7,2021,  199 238 ₽ 
1396,Входящая,2,11,2019,  120 561 ₽ 
1397,Исходящая,6,7,2020,  183 228 ₽ 
1398,Исходящая,3,2,2021,  133 386 ₽ 
1399,Исходящая,2,7,2021,  176 529 ₽ 
1400,Входящая,2,8,2019,  170 005 ₽ 
1401,Исходящая,2,12,2019,  131 493 ₽ 
1402,Исходящая,6,11,2021,  126 958 ₽ 
1403,Входящая,6,11,2020,  185 922 ₽ 
1404,Входящая,1,5,2021,  194 212 ₽ 
1405,Исходящая,3,6,2021,  186 056 ₽ 
1406,Исходящая,1,9,2020,  196 768 ₽ 
1407,Исходящая,2,11,2019,  192 110 ₽ 
1408,Входящая,5,9,2019,  154 051 ₽ 
1409,Исходящая,3,3,2021,  102 859 ₽ 
1410,Исходящая,2,7,2019,  126 420 ₽ 
1411,Входящая,6,10,2021,  190 945 ₽ 
1412,Входящая,3,3,2020,  125 201 ₽ 
1413,Исходящая,2,8,2020,  184 908 ₽ 
1414,Исходящая,5,10,2021,  136 917 ₽ 
1415,Входящая,5,9,2020,  139 383 ₽ 
1416,Исходящая,4,3,2021,  151 709 ₽ 
1417,Исходящая,6,3,2019,  124 484 ₽ 
1418,Исходящая,3,7,2020,  139 689 ₽ 
1419,Входящая,1,4,2019,  197 662 ₽ 
1420,Исходящая,2,4,2020,  117 527 ₽ 
1421,Входящая,3,9,2021,  159 684 ₽ 
1422,Входящая,1,10,2021,  176 688 ₽ 
1423,Входящая,5,3,2020,  146 202 ₽ 
1424,Входящая,3,6,2021,  161 736 ₽ 
1425,Исходящая,2,11,2021,  187 799 ₽ 
1426,Входящая,5,3,2019,  126 734 ₽ 
1427,Исходящая,5,1,2020,  110 490 ₽ 
1428,Исходящая,6,9,2019,  182 585 ₽ 
1429,Исходящая,5,8,2020,  117 244 ₽ 
1430,Исходящая,2,2,2019,  115 063 ₽ 
1431,Исходящая,6,10,2020,  163 121 ₽ 
1432,Исходящая,5,9,2019,  159 147 ₽ 
1433,Исходящая,5,9,2021,  195 594 ₽ 
1434,Входящая,4,5,2020,  179 151 ₽ 
1435,Исходящая,4,3,2020,  187 524 ₽ 
1436,Исходящая,1,12,2020,  180 661 ₽ 
1437,Исходящая,3,4,2021,  131 977 ₽ 
1438,Исходящая,4,12,2021,  175 772 ₽ 
1439,Входящая,1,1,2019,  122 434 ₽ 
1440,Исходящая,1,3,2021,  155 700 ₽ 
1441,Входящая,6,6,2021,  110 310 ₽ 
1442,Входящая,2,5,2021,  188 338 ₽ 
1443,Исходящая,4,9,2021,  132 010 ₽ 
1444,Исходящая,1,2,2020,  104 542 ₽ 
1445,Исходящая,6,4,2021,  126 107 ₽ 
1446,Входящая,4,3,2020,  181 409 ₽ 
1447,Исходящая,3,3,2021,  113 117 ₽ 
1448,Входящая,5,10,2019,  119 872 ₽ 
1449,Исходящая,1,7,2021,  105 250 ₽ 
1450,Входящая,4,3,2021,  112 437 ₽ 
1451,Исходящая,5,5,2021,  141 861 ₽ 
1452,Исходящая,4,8,2019,  188 700 ₽ 
1453,Входящая,4,7,2020,  190 312 ₽ 
1454,Входящая,2,3,2020,  150 903 ₽ 
1455,Исходящая,6,7,2021,  185 985 ₽ 
1456,Исходящая,1,1,2021,  126 421 ₽ 
1457,Исходящая,3,12,2020,  182 424 ₽ 
1458,Исходящая,3,7,2019,  183 049 ₽ 
1459,Исходящая,5,2,2019,  103 902 ₽ 
1460,Входящая,4,8,2021,  132 801 ₽ 
1461,Исходящая,3,10,2021,  123 026 ₽ 
1462,Исходящая,2,10,2019,  122 742 ₽ 
1463,Исходящая,1,3,2020,  122 848 ₽ 
1464,Входящая,1,10,2020,  167 597 ₽ 
1465,Входящая,6,5,2020,  199 530 ₽ 
1466,Входящая,1,6,2020,  184 317 ₽ 
1467,Входящая,3,7,2021,  115 765 ₽ 
1468,Входящая,5,3,2020,  157 235 ₽ 
1469,Входящая,5,6,2020,  134 877 ₽ 
1470,Исходящая,4,9,2019,  180 188 ₽ 
1471,Исходящая,4,4,2019,  118 671 ₽ 
1472,Входящая,6,1,2020,  118 540 ₽ 
1473,Исходящая,6,10,2021,  156 402 ₽ 
1474,Исходящая,5,6,2021,  150 539 ₽ 
1475,Входящая,3,8,2020,  198 237 ₽ 
1476,Исходящая,1,6,2019,  193 978 ₽ 
1477,Исходящая,6,3,2020,  159 292 ₽ 
1478,Входящая,1,10,2020,  192 834 ₽ 
1479,Исходящая,6,3,2019,  115 861 ₽ 
1480,Входящая,1,11,2021,  185 972 ₽ 
1481,Исходящая,3,7,2019,  119 811 ₽ 
1482,Исходящая,6,6,2019,  159 603 ₽ 
1483,Входящая,3,5,2021,  103 826 ₽ 
1484,Исходящая,6,11,2020,  128 963 ₽ 
1485,Входящая,6,8,2021,  171 314 ₽ 
1486,Входящая,4,11,2020,  125 639 ₽ 
1487,Исходящая,2,6,2019,  136 255 ₽ 
1488,Входящая,3,1,2021,  146 534 ₽ 
1489,Исходящая,6,1,2019,  174 329 ₽ 
1490,Исходящая,3,8,2019,  119 465 ₽ 
1491,Исходящая,2,6,2019,  136 416 ₽ 
1492,Входящая,5,1,2019,  100 043 ₽ 
1493,Исходящая,5,4,2020,  169 469 ₽ 
1494,Входящая,2,6,2020,  102 183 ₽ 
1495,Исходящая,1,9,2019,  189 859 ₽ 
1496,Входящая,2,10,2021,  105 622 ₽ 
1497,Входящая,4,12,2020,  196 740 ₽ 
1498,Исходящая,1,3,2021,  145 423 ₽ 
1499,Исходящая,4,5,2021,  134 159 ₽ 
1500,Исходящая,1,12,2019,  107 608 ₽ 
1501,Входящая,5,9,2020,  182 430 ₽ 
1502,Исходящая,4,4,2019,  173 199 ₽ 
1503,Входящая,1,12,2019,  130 897 ₽ 
1504,Входящая,3,1,2021,  126 170 ₽ 
1505,Исходящая,4,12,2020,  145 074 ₽ 
1506,Входящая,6,4,2020,  108 411 ₽ 
1507,Входящая,4,9,2021,  117 533 ₽ 
1508,Входящая,2,9,2021,  169 417 ₽ 
1509,Входящая,1,9,2020,  158 341 ₽ 
1510,Исходящая,4,9,2019,  198 035 ₽ 
1511,Исходящая,5,9,2019,  112 994 ₽ 
1512,Исходящая,6,5,2020,  141 750 ₽ 
1513,Исходящая,5,3,2021,  109 660 ₽ 
1514,Исходящая,4,12,2020,  120 827 ₽ 
1515,Исходящая,5,2,2020,  100 861 ₽ 
1516,Исходящая,6,10,2020,  118 969 ₽ 
1517,Исходящая,1,2,2020,  101 951 ₽ 
1518,Исходящая,3,7,2021,  150 111 ₽ 
1519,Входящая,4,10,2019,  137 445 ₽ 
1520,Входящая,1,5,2019,  134 509 ₽ 
1521,Исходящая,5,11,2019,  147 430 ₽ 
1522,Исходящая,2,5,2019,  188 992 ₽ 
1523,Входящая,2,9,2019,  136 119 ₽ 
1524,Исходящая,2,10,2019,  169 605 ₽ 
1525,Исходящая,1,12,2019,  178 319 ₽ 
1526,Входящая,2,11,2020,  108 847 ₽ 
1527,Исходящая,2,11,2020,  166 732 ₽ 
1528,Входящая,6,9,2019,  127 149 ₽ 
1529,Исходящая,5,6,2019,  126 343 ₽ 
1530,Входящая,3,10,2019,  108 750 ₽ 
1531,Входящая,1,3,2020,  143 594 ₽ 
1532,Входящая,3,6,2021,  195 549 ₽ 
1533,Входящая,1,8,2021,  136 216 ₽ 
1534,Входящая,4,11,2019,  178 906 ₽ 
1535,Исходящая,5,4,2020,  199 529 ₽ 
1536,Исходящая,1,5,2019,  174 722 ₽ 
1537,Входящая,5,12,2020,  182 388 ₽ 
1538,Входящая,4,1,2020,  146 290 ₽ 
1539,Входящая,1,7,2019,  175 180 ₽ 
1540,Исходящая,4,6,2021,  146 485 ₽ 
1541,Исходящая,4,2,2020,  152 478 ₽ 
1542,Входящая,3,10,2020,  105 390 ₽ 
1543,Исходящая,4,7,2020,  128 843 ₽ 
1544,Исходящая,1,10,2019,  131 916 ₽ 
1545,Входящая,2,10,2019,  184 994 ₽ 
1546,Исходящая,5,11,2019,  198 404 ₽ 
1547,Исходящая,5,5,2021,  121 348 ₽ 
1548,Исходящая,1,6,2020,  191 608 ₽ 
1549,Входящая,2,11,2020,  154 806 ₽ 
1550,Входящая,1,9,2021,  113 588 ₽ 
1551,Исходящая,4,4,2020,  189 327 ₽ 
1552,Исходящая,4,12,2019,  138 346 ₽ 
1553,Исходящая,5,1,2021,  147 049 ₽ 
1554,Исходящая,6,8,2019,  102 009 ₽ 
1555,Входящая,2,1,2021,  184 923 ₽ 
1556,Входящая,3,8,2020,  146 064 ₽ 
1557,Входящая,3,3,2020,  127 483 ₽ 
1558,Входящая,1,9,2020,  173 309 ₽ 
1559,Исходящая,2,2,2020,  194 475 ₽ 
1560,Исходящая,3,2,2019,  134 171 ₽ 
1561,Входящая,2,7,2021,  119 345 ₽ 
1562,Исходящая,5,2,2021,  107 859 ₽ 
1563,Входящая,3,5,2021,  107 759 ₽ 
1564,Исходящая,5,12,2021,  128 793 ₽ 
1565,Входящая,1,5,2020,  114 188 ₽ 
1566,Исходящая,5,1,2021,  134 438 ₽ 
1567,Исходящая,3,11,2020,  163 442 ₽ 
1568,Входящая,4,3,2020,  146 573 ₽ 
1569,Исходящая,6,2,2020,  127 635 ₽ 
1570,Входящая,4,2,2020,  165 387 ₽ 
1571,Исходящая,2,9,2019,  142 384 ₽ 
1572,Входящая,3,4,2020,  103 354 ₽ 
1573,Исходящая,1,4,2020,  190 784 ₽ 
1574,Исходящая,5,5,2020,  152 623 ₽ 
1575,Входящая,3,5,2020,  143 546 ₽ 
1576,Исходящая,6,3,2021,  176 608 ₽ 
1577,Исходящая,1,11,2019,  186 007 ₽ 
1578,Входящая,1,3,2021,  161 187 ₽ 
1579,Входящая,5,11,2021,  125 446 ₽ 
1580,Входящая,4,12,2021,  155 411 ₽ 
1581,Исходящая,2,11,2021,  153 093 ₽ 
1582,Исходящая,1,1,2021,  167 171 ₽ 
1583,Входящая,2,4,2019,  131 847 ₽ 
1584,Входящая,1,9,2021,  155 448 ₽ 
1585,Входящая,1,3,2019,  193 031 ₽ 
1586,Исходящая,6,7,2019,  192 581 ₽ 
1587,Исходящая,3,3,2019,  117 089 ₽ 
1588,Исходящая,3,11,2019,  109 074 ₽ 
1589,Входящая,6,10,2021,  165 719 ₽ 
1590,Входящая,6,5,2019,  183 848 ₽ 
1591,Входящая,3,10,2019,  137 804 ₽ 
1592,Исходящая,1,12,2019,  111 562 ₽ 
1593,Входящая,1,2,2021,  136 418 ₽ 
1594,Исходящая,6,10,2019,  196 956 ₽ 
1595,Входящая,2,3,2019,  122 245 ₽ 
1596,Входящая,5,4,2019,  181 041 ₽ 
1597,Входящая,4,11,2020,  159 633 ₽ 
1598,Исходящая,3,2,2019,  169 523 ₽ 
1599,Исходящая,2,8,2019,  144 784 ₽ 
1600,Исходящая,1,4,2020,  137 096 ₽ 
1601,Входящая,1,8,2019,  131 755 ₽ 
1602,Входящая,2,10,2019,  199 480 ₽ 
1603,Входящая,1,1,2019,  134 653 ₽ 
1604,Исходящая,6,6,2019,  158 618 ₽ 
1605,Исходящая,3,1,2019,  122 541 ₽ 
1606,Исходящая,4,9,2020,  115 042 ₽ 
1607,Входящая,3,4,2021,  167 784 ₽ 
1608,Исходящая,5,2,2019,  175 978 ₽ 
1609,Исходящая,1,4,2021,  108 826 ₽ 
1610,Входящая,3,12,2019,  188 095 ₽ 
1611,Исходящая,5,10,2021,  164 650 ₽ 
1612,Исходящая,4,5,2020,  197 890 ₽ 
1613,Входящая,1,8,2020,  191 932 ₽ 
1614,Исходящая,2,1,2020,  165 584 ₽ 
1615,Входящая,5,6,2020,  113 457 ₽ 
1616,Входящая,1,3,2020,  125 557 ₽ 
1617,Входящая,4,8,2020,  104 320 ₽ 
1618,Входящая,5,3,2020,  177 155 ₽ 
1619,Исходящая,4,10,2019,  169 705 ₽ 
1620,Входящая,6,5,2019,  192 565 ₽ 
1621,Исходящая,4,12,2020,  184 167 ₽ 
1622,Исходящая,3,8,2021,  147 182 ₽ 
1623,Исходящая,6,2,2019,  153 160 ₽ 
1624,Входящая,5,8,2020,  139 003 ₽ 
1625,Входящая,6,8,2019,  173 412 ₽ 
1626,Исходящая,6,2,2020,  194 327 ₽ 
1627,Входящая,5,12,2020,  139 721 ₽ 
1628,Входящая,2,5,2019,  131 845 ₽ 
1629,Входящая,3,7,2019,  159 551 ₽ 
1630,Входящая,5,3,2019,  126 632 ₽ 
1631,Входящая,4,11,2020,  127 157 ₽ 
1632,Входящая,6,10,2021,  155 827 ₽ 
1633,Входящая,2,4,2019,  142 890 ₽ 
1634,Исходящая,4,10,2021,  142 759 ₽ 
1635,Входящая,2,8,2021,  144 409 ₽ 
1636,Исходящая,5,1,2020,  125 307 ₽ 
1637,Входящая,4,7,2020,  179 117 ₽ 
1638,Входящая,1,12,2020,  164 236 ₽ 
1639,Исходящая,1,2,2020,  178 481 ₽ 
1640,Исходящая,1,10,2020,  199 384 ₽ 
1641,Исходящая,5,12,2021,  131 691 ₽ 
1642,Исходящая,1,11,2019,  194 954 ₽ 
1643,Входящая,2,3,2019,  161 002 ₽ 
1644,Исходящая,2,3,2019,  115 089 ₽ 
1645,Исходящая,4,7,2019,  127 630 ₽ 
1646,Входящая,6,5,2020,  119 080 ₽ 
1647,Исходящая,3,6,2021,  130 533 ₽ 
1648,Исходящая,3,8,2021,  156 364 ₽ 
1649,Исходящая,1,11,2021,  149 016 ₽ 
1650,Исходящая,2,7,2019,  108 248 ₽ 
1651,Исходящая,2,9,2021,  171 837 ₽ 
1652,Исходящая,4,1,2020,  126 649 ₽ 
1653,Входящая,1,2,2021,  142 739 ₽ 
1654,Исходящая,6,12,2021,  120 387 ₽ 
1655,Входящая,4,6,2019,  115 319 ₽ 
1656,Исходящая,3,1,2019,  156 584 ₽ 
1657,Входящая,4,7,2020,  140 766 ₽ 
1658,Исходящая,3,7,2020,  144 051 ₽ 
1659,Исходящая,1,8,2021,  185 389 ₽ 
1660,Исходящая,5,3,2020,  140 686 ₽ 
1661,Входящая,5,10,2019,  106 201 ₽ 
1662,Исходящая,1,5,2021,  132 752 ₽ 
1663,Исходящая,3,3,2019,  158 116 ₽ 
1664,Входящая,3,8,2019,  106 288 ₽ 
1665,Исходящая,3,7,2020,  159 013 ₽ 
1666,Исходящая,4,6,2020,  122 332 ₽ 
1667,Входящая,4,8,2021,  113 230 ₽ 
1668,Входящая,4,10,2021,  186 761 ₽ 
1669,Исходящая,5,10,2019,  170 644 ₽ 
1670,Исходящая,6,4,2021,  180 625 ₽ 
1671,Входящая,6,3,2019,  163 791 ₽ 
1672,Исходящая,1,12,2020,  166 458 ₽ 
1673,Исходящая,3,6,2020,  132 372 ₽ 
1674,Исходящая,6,11,2021,  123 480 ₽ 
1675,Входящая,2,4,2019,  114 872 ₽ 
1676,Входящая,3,1,2021,  164 732 ₽ 
1677,Исходящая,1,4,2019,  111 289 ₽ 
1678,Входящая,4,1,2020,  172 776 ₽ 
1679,Входящая,2,12,2021,  147 277 ₽ 
1680,Исходящая,4,8,2020,  113 535 ₽ 
1681,Входящая,5,11,2019,  123 328 ₽ 
1682,Исходящая,1,12,2019,  135 499 ₽ 
1683,Входящая,1,10,2021,  160 958 ₽ 
1684,Исходящая,1,8,2021,  132 020 ₽ 
1685,Входящая,6,3,2019,  179 130 ₽ 
1686,Исходящая,4,7,2021,  178 892 ₽ 
1687,Входящая,4,10,2020,  192 416 ₽ 
1688,Исходящая,3,2,2021,  140 631 ₽ 
1689,Входящая,1,9,2019,  190 917 ₽ 
1690,Входящая,1,12,2020,  149 286 ₽ 
1691,Исходящая,3,11,2021,  158 209 ₽ 
1692,Исходящая,6,6,2020,  140 216 ₽ 
1693,Входящая,3,2,2021,  114 846 ₽ 
1694,Входящая,6,3,2021,  190 270 ₽ 
1695,Исходящая,5,7,2019,  130 303 ₽ 
1696,Входящая,5,12,2020,  109 502 ₽ 
1697,Исходящая,1,1,2019,  121 677 ₽ 
1698,Исходящая,6,2,2020,  112 236 ₽ 
1699,Исходящая,6,1,2021,  145 080 ₽ 
1700,Исходящая,1,2,2020,  196 520 ₽ 
1701,Исходящая,3,5,2019,  141 732 ₽ 
1702,Входящая,5,12,2021,  104 829 ₽ 
1703,Исходящая,6,7,2019,  178 676 ₽ 
1704,Исходящая,6,12,2019,  112 320 ₽ 
1705,Входящая,3,4,2019,  176 126 ₽ 
1706,Входящая,6,2,2020,  174 175 ₽ 
1707,Исходящая,5,9,2020,  191 069 ₽ 
1708,Исходящая,4,6,2020,  149 594 ₽ 
1709,Входящая,3,8,2021,  191 900 ₽ 
1710,Входящая,1,2,2021,  131 523 ₽ 
1711,Исходящая,3,10,2021,  107 706 ₽ 
1712,Исходящая,3,5,2020,  187 201 ₽ 
1713,Исходящая,4,9,2021,  129 200 ₽ 
1714,Входящая,5,11,2019,  125 932 ₽ 
1715,Исходящая,5,2,2019,  189 625 ₽ 
1716,Входящая,2,1,2021,  190 918 ₽ 
1717,Входящая,6,10,2019,  157 503 ₽ 
1718,Исходящая,5,5,2020,  157 209 ₽ 
1719,Входящая,3,4,2019,  151 298 ₽ 
1720,Исходящая,1,12,2019,  156 790 ₽ 
1721,Входящая,5,11,2019,  191 263 ₽ 
1722,Входящая,6,4,2020,  167 746 ₽ 
1723,Исходящая,4,5,2019,  148 699 ₽ 
1724,Исходящая,2,12,2020,  103 629 ₽ 
1725,Исходящая,4,7,2021,  120 102 ₽ 
1726,Исходящая,1,6,2021,  172 348 ₽ 
1727,Входящая,4,8,2021,  121 789 ₽ 
1728,Входящая,5,1,2019,  189 540 ₽ 
1729,Исходящая,6,3,2021,  109 533 ₽ 
1730,Входящая,4,2,2019,  131 819 ₽ 
1731,Входящая,3,6,2020,  134 729 ₽ 
1732,Входящая,2,4,2019,  120 886 ₽ 
1733,Входящая,4,10,2021,  111 662 ₽ 
1734,Исходящая,3,3,2020,  129 637 ₽ 
1735,Исходящая,2,9,2021,  149 411 ₽ 
1736,Входящая,4,9,2020,  185 358 ₽ 
1737,Входящая,1,12,2020,  112 583 ₽ 
1738,Исходящая,2,12,2019,  135 590 ₽ 
1739,Исходящая,6,2,2021,  182 514 ₽ 
1740,Входящая,4,2,2019,  154 977 ₽ 
1741,Исходящая,5,11,2021,  154 145 ₽ 
1742,Входящая,6,7,2021,  168 605 ₽ 
1743,Исходящая,3,9,2021,  101 424 ₽ 
1744,Входящая,5,5,2019,  173 919 ₽ 
1745,Исходящая,3,2,2021,  176 655 ₽ 
1746,Исходящая,5,8,2020,  123 114 ₽ 
1747,Входящая,6,2,2020,  190 145 ₽ 
1748,Исходящая,2,7,2020,  186 972 ₽ 
1749,Исходящая,6,7,2020,  105 764 ₽ 
1750,Исходящая,5,2,2021,  131 591 ₽ 
1751,Входящая,2,6,2021,  110 611 ₽ 
1752,Исходящая,6,1,2021,  126 357 ₽ 
1753,Исходящая,6,8,2021,  166 805 ₽ 
1754,Исходящая,4,12,2019,  170 792 ₽ 
1755,Входящая,1,1,2019,  192 657 ₽ 
1756,Входящая,2,10,2019,  167 220 ₽ 
1757,Исходящая,5,4,2019,  154 129 ₽ 
1758,Исходящая,2,1,2020,  195 223 ₽ 
1759,Исходящая,6,6,2020,  126 283 ₽ 
1760,Входящая,1,2,2020,  122 032 ₽ 
1761,Входящая,5,1,2021,  155 466 ₽ 
1762,Входящая,2,9,2021,  154 227 ₽ 
1763,Исходящая,6,6,2020,  107 392 ₽ 
1764,Входящая,2,9,2021,  109 387 ₽ 
1765,Исходящая,2,4,2019,  117 368 ₽ 
1766,Исходящая,5,9,2021,  172 491 ₽ 
1767,Исходящая,3,2,2019,  142 810 ₽ 
1768,Исходящая,5,3,2021,  109 284 ₽ 
1769,Исходящая,3,1,2021,  154 049 ₽ 
1770,Исходящая,3,1,2019,  146 774 ₽ 
1771,Исходящая,5,12,2021,  147 619 ₽ 
1772,Входящая,4,9,2020,  161 677 ₽ 
1773,Входящая,1,2,2021,  170 450 ₽ 
1774,Исходящая,6,8,2020,  125 037 ₽ 
1775,Исходящая,6,4,2019,  189 059 ₽ 
1776,Входящая,2,3,2021,  100 592 ₽ 
1777,Входящая,5,5,2021,  148 009 ₽ 
1778,Входящая,3,9,2020,  194 756 ₽ 
1779,Входящая,6,9,2019,  123 721 ₽ 
1780,Исходящая,4,4,2020,  148 745 ₽ 
1781,Входящая,3,6,2021,  188 716 ₽ 
1782,Входящая,4,7,2019,  132 246 ₽ 
1783,Исходящая,5,7,2019,  119 907 ₽ 
1784,Входящая,3,2,2020,  121 937 ₽ 
1785,Входящая,3,3,2021,  162 278 ₽ 
1786,Входящая,3,11,2020,  159 396 ₽ 
1787,Входящая,1,1,2021,  150 060 ₽ 
1788,Исходящая,1,4,2019,  160 396 ₽ 
1789,Исходящая,5,2,2019,  157 664 ₽ 
1790,Исходящая,4,2,2020,  119 124 ₽ 
1791,Исходящая,1,6,2021,  114 631 ₽ 
1792,Входящая,3,4,2019,  153 976 ₽ 
1793,Исходящая,5,9,2020,  164 198 ₽ 
1794,Входящая,6,9,2020,  168 869 ₽ 
1795,Входящая,1,4,2019,  146 037 ₽ 
1796,Исходящая,5,8,2021,  169 250 ₽ 
1797,Исходящая,2,4,2019,  112 490 ₽ 
1798,Входящая,4,5,2021,  128 675 ₽ 
1799,Исходящая,1,7,2020,  110 389 ₽ 
1800,Входящая,3,1,2019,  169 469 ₽ 
1801,Исходящая,2,3,2020,  176 178 ₽ 
1802,Входящая,6,12,2019,  127 699 ₽ 
1803,Входящая,3,2,2019,  117 355 ₽ 
1804,Исходящая,5,8,2019,  145 191 ₽ 
1805,Входящая,4,9,2019,  112 671 ₽ 
1806,Входящая,2,4,2021,  105 584 ₽ 
1807,Входящая,4,12,2021,  165 086 ₽ 
1808,Исходящая,4,12,2021,  162 992 ₽ 
1809,Входящая,1,3,2019,  109 678 ₽ 
1810,Входящая,2,11,2020,  174 009 ₽ 
1811,Входящая,4,11,2021,  109 140 ₽ 
1812,Входящая,6,10,2019,  128 958 ₽ 
1813,Исходящая,5,6,2021,  115 573 ₽ 
1814,Входящая,1,8,2020,  133 252 ₽ 
1815,Исходящая,1,11,2021,  115 162 ₽ 
1816,Исходящая,3,8,2020,  160 374 ₽ 
1817,Исходящая,5,2,2021,  113 771 ₽ 
1818,Исходящая,1,5,2019,  157 799 ₽ 
1819,Исходящая,6,11,2021,  156 966 ₽ 
1820,Входящая,5,10,2020,  126 104 ₽ 
1821,Входящая,1,7,2021,  184 388 ₽ 
1822,Исходящая,3,3,2021,  141 073 ₽ 
1823,Входящая,3,2,2021,  167 916 ₽ 
1824,Входящая,3,7,2020,  147 280 ₽ 
